time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-12-23 9:48:27:78	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.61	8.31	173.64	10.833	-50.967	196.808	0.09372	-0.01788	0.68622	0.72104	24.2	10080.1.13	75
2024-12-23 9:48:27:195	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.72	9.15	173.70	10.833	-50.967	196.808	0.08759	-0.01395	0.68768	0.72052	24.2	10080.1.13	75
2024-12-23 9:48:27:257	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.18	7.17	173.89	10.833	-50.967	196.808	0.08759	-0.01395	0.68768	0.72052	24.2	10080.1.13	75
2024-12-23 9:48:27:394	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.08	5.52	174.23	10.833	-50.967	196.808	0.08759	-0.01395	0.68768	0.72052	24.2	10080.1.13	75
2024-12-23 9:48:27:461	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.87	2.69	174.69	9.100	-50.475	198.383	0.08759	-0.01395	0.68768	0.72052	24.2	10080.1.13	75
2024-12-23 9:48:27:596	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.56	5.54	174.79	9.100	-50.475	198.383	0.08759	-0.01395	0.68768	0.72052	24.2	10080.1.13	75
2024-12-23 9:48:27:662	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.33	2.54	174.98	9.100	-50.475	198.383	0.03906	0.02161	0.68396	0.72809	24.2	10080.1.13	75
2024-12-23 9:48:27:800	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.34	0.03	175.05	9.100	-50.475	198.383	0.03906	0.02161	0.68396	0.72809	24.2	10080.1.13	75
2024-12-23 9:48:27:866	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.40	2.16	174.83	8.325	-51.483	201.608	0.03906	0.02161	0.68396	0.72809	24.2	10080.1.13	75
2024-12-23 9:48:28:0	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.38	5.00	174.51	8.325	-51.483	201.608	0.07025	-0.00339	0.68481	0.72525	24.2	10080.1.13	75
2024-12-23 9:48:28:67	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.61	8.14	174.20	8.325	-51.483	201.608	0.07025	-0.00339	0.68481	0.72525	24.2	10080.1.13	75
2024-12-23 9:48:28:203	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.19	10.09	174.14	9.983	-51.108	210.525	0.07025	-0.00339	0.68481	0.72525	24.2	10080.1.13	75
2024-12-23 9:48:28:270	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.37	9.54	174.23	9.983	-51.108	210.525	0.07025	-0.00339	0.68481	0.72525	24.2	10080.1.13	75
2024-12-23 9:48:28:404	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.51	8.99	174.28	9.983	-51.108	210.525	0.08899	-0.02057	0.69150	0.71649	24.2	10080.1.13	75
2024-12-23 9:48:28:474	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	5.44	174.25	9.983	-51.108	210.525	0.08899	-0.02057	0.69150	0.71649	24.2	10080.1.13	75
2024-12-23 9:48:28:608	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.85	0.92	174.19	8.917	-51.342	195.475	0.08899	-0.02057	0.69150	0.71649	24.2	10080.1.13	75
2024-12-23 9:48:28:674	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.33	1.18	174.03	8.917	-51.342	195.475	0.08899	-0.02057	0.69150	0.71649	24.2	10080.1.13	75
2024-12-23 9:48:28:811	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.52	6.80	173.82	8.917	-51.342	195.475	0.09372	-0.01834	0.69772	0.70990	24.2	10080.1.13	75
2024-12-23 9:48:28:878	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.53	10.40	173.64	8.917	-51.342	195.475	0.09372	-0.01834	0.69772	0.70990	24.2	10080.1.13	75
2024-12-23 9:48:28:993	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.57	8.66	173.51	11.300	-50.475	190.525	0.09372	-0.01834	0.69772	0.70990	24.2	10080.1.13	75
2024-12-23 9:48:29:80	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.56	8.61	173.38	11.300	-50.475	190.525	0.09372	-0.01834	0.69772	0.70990	24.2	10080.1.13	75
2024-12-23 9:48:29:196	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.54	7.92	173.28	11.300	-50.475	190.525	0.08841	-0.00656	0.69806	0.71045	24.2	10080.1.13	75
2024-12-23 9:48:29:283	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.52	7.22	173.21	11.300	-50.475	190.525	0.08841	-0.00656	0.69806	0.71045	24.2	10080.1.13	75
2024-12-23 9:48:29:403	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.48	6.58	173.19	10.750	-50.017	190.517	0.08841	-0.00656	0.69806	0.71045	24.2	10080.1.13	75
2024-12-23 9:48:29:510	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.42	6.11	173.23	10.750	-50.017	190.517	0.08841	-0.00656	0.69806	0.71045	24.2	10080.1.13	75
2024-12-23 9:48:29:604	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.34	5.64	173.31	10.750	-50.017	190.517	0.08841	-0.00656	0.69806	0.71045	24.2	10080.1.13	75
2024-12-23 9:48:29:687	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.23	5.09	173.45	10.750	-50.017	190.517	0.07043	0.00861	0.69598	0.71448	24.2	10080.1.13	75
2024-12-23 9:48:29:814	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.23	4.48	173.59	10.750	-50.017	190.517	0.07043	0.00861	0.69598	0.71448	24.2	10080.1.13	75
2024-12-23 9:48:29:889	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.39	4.25	173.67	10.067	-49.917	190.042	0.07043	0.00861	0.69598	0.71448	24.2	10080.1.13	75
2024-12-23 9:48:30:3	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.46	4.51	173.68	10.067	-49.917	190.042	0.07043	0.00861	0.69598	0.71448	24.2	10080.1.13	75
2024-12-23 9:48:30:94	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.36	4.71	173.62	10.067	-49.917	190.042	0.06790	0.01022	0.69656	0.71411	24.2	10080.1.13	75
2024-12-23 9:48:30:206	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.25	4.25	173.52	10.067	-49.917	190.042	0.06790	0.01022	0.69656	0.71411	24.2	10080.1.13	75
2024-12-23 9:48:30:295	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.30	4.02	173.38	10.342	-50.158	189.283	0.06790	0.01022	0.69656	0.71411	24.2	10080.1.13	75
2024-12-23 9:48:30:409	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.35	4.51	173.25	10.342	-50.158	189.283	0.06790	0.01022	0.69656	0.71411	24.2	10080.1.13	75
2024-12-23 9:48:30:502	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.39	5.09	173.17	10.342	-50.158	189.283	0.07449	0.00903	0.69717	0.71289	24.2	10080.1.13	75
2024-12-23 9:48:30:612	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.45	5.19	173.12	10.342	-50.158	189.283	0.07449	0.00903	0.69717	0.71289	24.2	10080.1.13	75
2024-12-23 9:48:30:711	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.56	5.08	173.09	10.508	-49.892	190.258	0.07449	0.00903	0.69717	0.71289	24.2	10080.1.13	75
2024-12-23 9:48:30:812	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.62	4.99	173.06	10.508	-49.892	190.258	0.07449	0.00903	0.69717	0.71289	24.2	10080.1.13	75
2024-12-23 9:48:30:902	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.62	5.25	173.01	10.508	-49.892	190.258	0.07675	0.00885	0.69843	0.71143	24.2	10080.1.13	75
2024-12-23 9:48:31:18	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.60	5.64	172.93	10.508	-49.892	190.258	0.07675	0.00885	0.69843	0.71143	24.2	10080.1.13	75
2024-12-23 9:48:31:82	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.58	5.95	172.84	11.050	-50.308	190.658	0.07675	0.00885	0.69843	0.71143	24.2	10080.1.13	75
2024-12-23 9:48:31:218	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.53	5.86	172.77	11.050	-50.308	190.658	0.07675	0.00885	0.69843	0.71143	24.2	10080.1.13	75
2024-12-23 9:48:31:283	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.49	5.45	172.73	11.050	-50.308	190.658	0.07813	0.01035	0.69763	0.71204	24.2	10080.1.13	75
2024-12-23 9:48:31:420	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.47	5.48	172.78	11.050	-50.308	190.658	0.07813	0.01035	0.69763	0.71204	24.2	10080.1.13	75
2024-12-23 9:48:31:495	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.51	5.73	172.87	10.658	-50.167	190.533	0.07813	0.01035	0.69763	0.71204	24.2	10080.1.13	75
2024-12-23 9:48:31:627	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.57	6.07	173.00	10.658	-50.167	190.533	0.07813	0.01035	0.69763	0.71204	24.2	10080.1.13	75
2024-12-23 9:48:31:690	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.57	5.92	173.16	10.658	-50.167	190.533	0.07666	0.00598	0.69824	0.71164	24.2	10080.1.13	75
2024-12-23 9:48:31:825	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.59	5.31	173.28	10.658	-50.167	190.533	0.07666	0.00598	0.69824	0.71164	24.2	10080.1.13	75
2024-12-23 9:48:31:893	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.58	5.40	173.24	10.750	-50.408	190.950	0.07666	0.00598	0.69824	0.71164	24.2	10080.1.13	75
2024-12-23 9:48:32:26	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.54	5.16	172.99	10.750	-50.408	190.950	0.07666	0.00598	0.69824	0.71164	24.2	10080.1.13	75
2024-12-23 9:48:32:99	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.36	4.60	172.69	10.750	-50.408	190.950	0.07654	0.01392	0.69589	0.71387	24.2	10080.1.13	75
2024-12-23 9:48:32:230	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.04	5.92	172.50	10.750	-50.408	190.950	0.07654	0.01392	0.69589	0.71387	24.2	10080.1.13	75
2024-12-23 9:48:32:297	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.77	7.84	172.37	9.533	-50.533	209.625	0.07654	0.01392	0.69589	0.71387	24.2	10080.1.13	75
2024-12-23 9:48:32:432	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.57	6.67	172.47	9.533	-50.533	209.625	0.07654	0.01392	0.69589	0.71387	24.2	10080.1.13	75
2024-12-23 9:48:32:505	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.19	4.91	172.69	9.533	-50.533	209.625	0.07410	0.01324	0.68820	0.72153	24.2	10080.1.13	75
2024-12-23 9:48:32:634	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.81	4.62	172.89	9.533	-50.533	209.625	0.07410	0.01324	0.68820	0.72153	24.2	10080.1.13	75
2024-12-23 9:48:32:704	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.50	4.97	173.04	10.425	-50.233	191.908	0.07410	0.01324	0.68820	0.72153	24.2	10080.1.13	75
2024-12-23 9:48:32:837	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.46	1.74	173.42	10.425	-50.233	191.908	0.07410	0.01324	0.68820	0.72153	24.2	10080.1.13	75
2024-12-23 9:48:32:910	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.69	1.24	173.62	10.425	-50.233	191.908	0.04868	0.02899	0.68643	0.72491	24.2	10080.1.13	75
2024-12-23 9:48:33:40	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.88	2.60	173.66	10.425	-50.233	191.908	0.04868	0.02899	0.68643	0.72491	24.2	10080.1.13	75
2024-12-23 9:48:33:123	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.89	5.64	173.60	9.483	-50.917	204.825	0.04868	0.02899	0.68643	0.72491	24.2	10080.1.13	75
2024-12-23 9:48:33:252	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.07	6.37	173.65	9.483	-50.917	204.825	0.04868	0.02899	0.68643	0.72491	24.2	10080.1.13	75
2024-12-23 9:48:33:308	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.09	3.80	173.94	9.483	-50.917	204.825	0.05447	0.01797	0.68829	0.72308	24.2	10080.1.13	75
2024-12-23 9:48:33:423	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.00	0.38	174.31	9.483	-50.917	204.825	0.05447	0.01797	0.68829	0.72308	24.2	10080.1.13	75
2024-12-23 9:48:33:513	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.01	2.29	174.35	9.308	-51.117	197.108	0.05447	0.01797	0.68829	0.72308	24.2	10080.1.13	75
2024-12-23 9:48:33:635	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.11	3.05	174.23	9.308	-51.117	197.108	0.05447	0.01797	0.68829	0.72308	24.2	10080.1.13	75
2024-12-23 9:48:33:714	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.57	-2.03	174.14	9.308	-51.117	197.108	0.02081	0.05313	0.69070	0.72079	24.2	10080.1.13	75
2024-12-23 9:48:33:827	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.98	-1.36	173.83	9.308	-51.117	197.108	0.02081	0.05313	0.69070	0.72079	24.2	10080.1.13	75
2024-12-23 9:48:33:917	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.24	1.35	173.45	8.192	-49.917	206.417	0.02081	0.05313	0.69070	0.72079	24.2	10080.1.13	75
2024-12-23 9:48:34:30	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.48	2.91	173.12	8.192	-49.917	206.417	0.02081	0.05313	0.69070	0.72079	24.2	10080.1.13	75
2024-12-23 9:48:34:118	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.03	8.08	172.93	8.192	-49.917	206.417	0.10641	-0.02087	0.69247	0.71320	24.2	10080.1.13	75
2024-12-23 9:48:34:232	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.12	11.69	172.63	8.192	-49.917	206.417	0.10641	-0.02087	0.69247	0.71320	24.2	10080.1.13	75
2024-12-23 9:48:34:323	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.45	13.35	172.38	12.833	-49.417	185.842	0.10641	-0.02087	0.69247	0.71320	24.2	10080.1.13	75
2024-12-23 9:48:34:437	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.19	4.64	172.65	12.833	-49.417	185.842	0.10641	-0.02087	0.69247	0.71320	24.2	10080.1.13	75
2024-12-23 9:48:34:530	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.53	-2.86	172.84	12.833	-49.417	185.842	0.01843	0.07071	0.68372	0.72601	24.2	10080.1.13	75
2024-12-23 9:48:34:637	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.48	-2.76	172.64	12.833	-49.417	185.842	0.01843	0.07071	0.68372	0.72601	24.2	10080.1.13	75
2024-12-23 9:48:34:728	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.71	-2.72	172.42	8.858	-49.317	177.383	0.01843	0.07071	0.68372	0.72601	24.2	10080.1.13	75
2024-12-23 9:48:34:838	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.84	-4.96	172.25	8.858	-49.317	177.383	0.01843	0.07071	0.68372	0.72601	24.2	10080.1.13	75
2024-12-23 9:48:34:929	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.01	-5.15	172.10	8.858	-49.317	177.383	0.02264	0.07608	0.69040	0.71899	24.2	10080.1.13	75
2024-12-23 9:48:35:41	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.97	-3.65	172.01	8.858	-49.317	177.383	0.02264	0.07608	0.69040	0.71899	24.2	10080.1.13	75
2024-12-23 9:48:35:132	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.04	-2.68	171.96	9.183	-49.217	179.742	0.02264	0.07608	0.69040	0.71899	24.2	10080.1.13	75
2024-12-23 9:48:35:243	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.14	-2.57	171.97	9.183	-49.217	179.742	0.02264	0.07608	0.69040	0.71899	24.2	10080.1.13	75
2024-12-23 9:48:35:314	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.17	-3.11	172.05	9.183	-49.217	179.742	0.02997	0.06812	0.69229	0.71768	24.2	10080.1.13	75
2024-12-23 9:48:35:447	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.11	-3.09	172.17	9.183	-49.217	179.742	0.02997	0.06812	0.69229	0.71768	24.2	10080.1.13	75
2024-12-23 9:48:35:521	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.92	-2.89	172.28	9.517	-49.075	179.667	0.02997	0.06812	0.69229	0.71768	24.2	10080.1.13	75
2024-12-23 9:48:35:648	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.73	-2.54	172.38	9.517	-49.075	179.667	0.02997	0.06812	0.69229	0.71768	24.2	10080.1.13	75
2024-12-23 9:48:35:718	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.59	-2.33	172.42	9.517	-49.075	179.667	0.03473	0.05911	0.68924	0.72122	24.2	10080.1.13	75
2024-12-23 9:48:35:852	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.52	-1.96	172.41	9.517	-49.075	179.667	0.03473	0.05911	0.68924	0.72122	24.2	10080.1.13	75
2024-12-23 9:48:35:918	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.51	-1.79	172.38	9.600	-49.092	176.192	0.03473	0.05911	0.68924	0.72122	24.2	10080.1.13	75
2024-12-23 9:48:36:54	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.43	-1.83	172.33	9.600	-49.092	176.192	0.03473	0.05911	0.68924	0.72122	24.2	10080.1.13	75
2024-12-23 9:48:36:122	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.39	-1.83	172.27	9.600	-49.092	176.192	0.03757	0.05865	0.68854	0.72177	24.2	10080.1.13	75
2024-12-23 9:48:36:263	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.51	-1.99	172.17	9.600	-49.092	176.192	0.03757	0.05865	0.68854	0.72177	24.2	10080.1.13	75
2024-12-23 9:48:36:323	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.71	-2.19	172.04	9.900	-49.442	177.775	0.03757	0.05865	0.68854	0.72177	24.2	10080.1.13	75
2024-12-23 9:48:36:459	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.87	-2.67	171.93	9.900	-49.442	177.775	0.03757	0.05865	0.68854	0.72177	24.2	10080.1.13	75
2024-12-23 9:48:36:527	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.99	-3.21	171.84	9.900	-49.442	177.775	0.03140	0.07016	0.69131	0.71835	24.2	10080.1.13	75
2024-12-23 9:48:36:661	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.07	-3.33	171.79	9.900	-49.442	177.775	0.03140	0.07016	0.69131	0.71835	24.2	10080.1.13	75
2024-12-23 9:48:36:729	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.15	-3.00	171.80	9.567	-49.058	181.308	0.03140	0.07016	0.69131	0.71835	24.2	10080.1.13	75
2024-12-23 9:48:36:865	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.20	-2.60	171.84	9.567	-49.058	181.308	0.03140	0.07016	0.69131	0.71835	24.2	10080.1.13	75
2024-12-23 9:48:36:932	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.25	-2.35	171.89	9.567	-49.058	181.308	0.03604	0.06378	0.69324	0.71692	24.2	10080.1.13	75
2024-12-23 9:48:37:68	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.23	-2.44	171.97	9.567	-49.058	181.308	0.03604	0.06378	0.69324	0.71692	24.2	10080.1.13	75
2024-12-23 9:48:37:135	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.21	-2.55	172.04	9.017	-48.558	181.733	0.03604	0.06378	0.69324	0.71692	24.2	10080.1.13	75
2024-12-23 9:48:37:268	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.18	-2.20	172.09	9.017	-48.558	181.733	0.03604	0.06378	0.69324	0.71692	24.2	10080.1.13	75
2024-12-23 9:48:37:338	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.14	-1.74	172.13	9.017	-48.558	181.733	0.03983	0.05710	0.69293	0.71756	24.2	10080.1.13	75
2024-12-23 9:48:37:451	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.08	-1.56	172.19	9.017	-48.558	181.733	0.03983	0.05710	0.69293	0.71756	24.2	10080.1.13	75
2024-12-23 9:48:37:540	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.08	-2.01	172.25	9.658	-49.675	180.317	0.03983	0.05710	0.69293	0.71756	24.2	10080.1.13	75
2024-12-23 9:48:37:653	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.07	-2.88	172.36	9.658	-49.675	180.317	0.03983	0.05710	0.69293	0.71756	24.2	10080.1.13	75
2024-12-23 9:48:37:742	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.09	-3.38	172.52	9.658	-49.675	180.317	0.02646	0.06509	0.69226	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:37:861	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.11	-2.93	172.69	9.658	-49.675	180.317	0.02646	0.06509	0.69226	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:37:945	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.22	-1.65	172.80	9.233	-48.650	183.533	0.02646	0.06509	0.69226	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:38:57	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.28	-1.84	172.80	9.233	-48.650	183.533	0.02646	0.06509	0.69226	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:38:147	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.26	-0.92	172.72	9.233	-48.650	183.533	0.05478	0.03503	0.69479	0.71619	24.2	10080.1.13	75
