time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-12-23 9:46:20:311	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.483	-48.850	172.533	0.02029	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:378	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.483	-48.850	172.533	0.02029	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:489	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.483	-48.850	172.533	0.02026	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:579	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.483	-48.850	172.533	0.02026	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:691	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.433	-47.933	172.450	0.02026	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:783	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.433	-47.933	172.450	0.02026	0.01410	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:895	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.433	-47.933	172.450	0.02026	0.01407	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:20:986	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.433	-47.933	172.450	0.02026	0.01407	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:21:98	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.44	177.20	8.850	-47.708	172.050	0.02026	0.01407	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:21:164	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.39	177.20	8.850	-47.708	172.050	0.02026	0.01407	0.69202	0.72137	26.4	10080.1.13	60
2024-12-23 9:46:21:322	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.35	177.20	8.850	-47.708	172.050	0.01987	0.01447	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:21:366	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.38	177.21	8.850	-47.708	172.050	0.01987	0.01447	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:21:501	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.58	0.18	177.22	8.850	-47.708	172.050	0.01987	0.01447	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:21:573	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.53	-0.21	177.26	8.542	-48.667	172.183	0.01987	0.01447	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:21:704	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.49	-0.62	177.29	8.542	-48.667	172.183	0.01987	0.01447	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:21:771	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.51	-0.72	177.28	8.542	-48.667	172.183	0.01376	0.02020	0.69138	0.72202	26.4	10080.1.13	60
2024-12-23 9:46:21:906	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.57	0.10	177.21	8.542	-48.667	172.183	0.01376	0.02020	0.69138	0.72202	26.4	10080.1.13	60
2024-12-23 9:46:22:4	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	1.29	177.18	8.775	-48.508	172.383	0.01376	0.02020	0.69138	0.72202	26.4	10080.1.13	60
2024-12-23 9:46:22:108	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	1.66	177.17	8.775	-48.508	172.383	0.02481	0.00955	0.69217	0.72116	26.4	10080.1.13	60
2024-12-23 9:46:22:175	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.83	177.19	8.775	-48.508	172.383	0.02481	0.00955	0.69217	0.72116	26.4	10080.1.13	60
2024-12-23 9:46:22:334	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	-0.13	177.21	8.417	-48.400	172.967	0.02481	0.00955	0.69217	0.72116	26.4	10080.1.13	60
2024-12-23 9:46:22:379	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.05	177.21	8.417	-48.400	172.967	0.02481	0.00955	0.69217	0.72116	26.4	10080.1.13	60
2024-12-23 9:46:22:514	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.87	177.19	8.417	-48.400	172.967	0.02481	0.00955	0.69217	0.72116	26.4	10080.1.13	60
2024-12-23 9:46:22:580	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	1.46	177.17	8.417	-48.400	172.967	0.02692	0.00751	0.69232	0.72098	26.4	10080.1.13	60
2024-12-23 9:46:22:716	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.64	1.30	177.18	8.417	-48.400	172.967	0.02692	0.00751	0.69232	0.72098	26.4	10080.1.13	60
2024-12-23 9:46:22:784	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	0.58	177.19	8.775	-48.233	172.900	0.02692	0.00751	0.69232	0.72098	26.4	10080.1.13	60
2024-12-23 9:46:22:900	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.15	177.20	8.775	-48.233	172.900	0.02692	0.00751	0.69232	0.72098	26.4	10080.1.13	60
2024-12-23 9:46:23:10	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.33	177.20	8.775	-48.233	172.900	0.01965	0.01465	0.69211	0.72131	26.4	10080.1.13	60
2024-12-23 9:46:23:121	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.33	177.21	9.033	-48.383	172.192	0.01965	0.01465	0.69211	0.72131	26.4	10080.1.13	60
2024-12-23 9:46:23:191	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	-0.20	177.23	9.033	-48.383	172.192	0.01965	0.01465	0.69211	0.72131	26.4	10080.1.13	60
2024-12-23 9:46:23:305	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.59	-0.33	177.23	9.033	-48.383	172.192	0.01865	0.01559	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:391	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	0.55	177.20	9.033	-48.383	172.192	0.01865	0.01559	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:504	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	1.40	177.18	9.033	-48.383	172.192	0.01865	0.01559	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:599	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	1.36	177.18	8.792	-48.633	171.858	0.01865	0.01559	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:706	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.43	177.20	8.792	-48.633	171.858	0.01865	0.01559	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:797	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	-0.10	177.21	8.792	-48.633	171.858	0.01730	0.01703	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:23:908	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	0.31	177.21	8.792	-48.633	171.858	0.01730	0.01703	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:24	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	0.50	177.21	8.350	-48.825	172.700	0.01730	0.01703	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:132	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.04	177.21	8.350	-48.825	172.700	0.01791	0.01636	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:201	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	0.16	177.21	8.350	-48.825	172.700	0.01791	0.01636	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:313	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.61	0.43	177.21	8.808	-47.950	172.767	0.01791	0.01636	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:404	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	0.05	177.22	8.808	-47.950	172.767	0.01791	0.01636	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:516	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.59	-0.33	177.24	8.808	-47.950	172.767	0.01791	0.01636	0.69199	0.72144	26.4	10080.1.13	60
2024-12-23 9:46:24:606	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.53	-0.30	177.25	8.808	-47.950	172.767	0.01627	0.01761	0.69156	0.72183	26.4	10080.1.13	60
2024-12-23 9:46:24:719	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.55	-0.12	177.25	8.808	-47.950	172.767	0.01627	0.01761	0.69156	0.72183	26.4	10080.1.13	60
2024-12-23 9:46:24:809	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.57	0.16	177.23	8.575	-48.583	172.817	0.01627	0.01761	0.69156	0.72183	26.4	10080.1.13	60
2024-12-23 9:46:24:922	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.58	-0.06	177.22	8.575	-48.583	172.817	0.01627	0.01761	0.69156	0.72183	26.4	10080.1.13	60
2024-12-23 9:46:25:34	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.60	-0.44	177.22	8.575	-48.583	172.817	0.01633	0.01797	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:146	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.21	177.20	8.825	-48.433	172.450	0.01633	0.01797	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:213	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	0.66	177.20	8.825	-48.433	172.450	0.01633	0.01797	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:326	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	-0.08	177.21	8.825	-48.433	172.450	0.01590	0.01837	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:393	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	-0.05	177.21	8.825	-48.433	172.450	0.01590	0.01837	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:528	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.62	0.48	177.20	8.825	-48.433	172.450	0.01590	0.01837	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:599	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.59	0.09	177.22	8.442	-48.208	173.175	0.01590	0.01837	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:732	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.54	-0.26	177.26	8.442	-48.208	173.175	0.01590	0.01837	0.69196	0.72147	26.4	10080.1.13	60
2024-12-23 9:46:25:821	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.58	0.08	177.23	8.442	-48.208	173.175	0.01520	0.01923	0.69305	0.72040	26.4	10080.1.13	60
2024-12-23 9:46:25:934	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.66	0.78	177.22	8.442	-48.208	173.175	0.01520	0.01923	0.69305	0.72040	26.4	10080.1.13	60
2024-12-23 9:46:26:5	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.68	-0.20	177.22	8.125	-48.825	173.058	0.01520	0.01923	0.69305	0.72040	26.4	10080.1.13	60
2024-12-23 9:46:26:159	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.67	-7.01	177.32	8.125	-48.825	173.058	0.01520	0.01923	0.69305	0.72040	26.4	10080.1.13	60
2024-12-23 9:46:26:205	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.23	-10.46	177.44	8.125	-48.825	173.058	-0.00864	0.03680	0.68866	0.72403	26.4	10080.1.13	60
2024-12-23 9:46:26:339	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.30	-2.54	177.53	8.125	-48.825	173.058	-0.00864	0.03680	0.68866	0.72403	26.4	10080.1.13	60
2024-12-23 9:46:26:406	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.94	-1.66	177.31	7.750	-49.175	180.425	-0.00864	0.03680	0.68866	0.72403	26.4	10080.1.13	60
2024-12-23 9:46:26:541	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.52	-0.70	177.13	7.750	-49.175	180.425	-0.00864	0.03680	0.68866	0.72403	26.4	10080.1.13	60
2024-12-23 9:46:26:609	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.02	0.60	177.12	7.750	-49.175	180.425	0.03030	0.00406	0.68073	0.73184	26.4	10080.1.13	60
2024-12-23 9:46:26:743	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.70	3.60	177.12	7.750	-49.175	180.425	0.03030	0.00406	0.68073	0.73184	26.4	10080.1.13	60
2024-12-23 9:46:26:833	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.76	5.37	177.15	10.375	-49.992	184.358	0.03030	0.00406	0.68073	0.73184	26.4	10080.1.13	60
2024-12-23 9:46:26:947	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.11	5.84	177.31	10.375	-49.992	184.358	0.03030	0.00406	0.68073	0.73184	26.4	10080.1.13	60
2024-12-23 9:46:27:15	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.24	5.37	177.51	10.375	-49.992	184.358	0.04306	-0.01505	0.68439	0.72763	26.4	10080.1.13	60
2024-12-23 9:46:27:126	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.59	3.92	177.63	10.375	-49.992	184.358	0.04306	-0.01505	0.68439	0.72763	26.4	10080.1.13	60
2024-12-23 9:46:27:216	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.86	3.54	177.70	9.300	-49.775	190.392	0.04306	-0.01505	0.68439	0.72763	26.4	10080.1.13	60
2024-12-23 9:46:27:330	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.95	4.26	177.62	9.300	-49.775	190.392	0.04306	-0.01505	0.68439	0.72763	26.4	10080.1.13	60
2024-12-23 9:46:27:418	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.17	5.18	177.46	9.300	-49.775	190.392	0.04922	-0.01880	0.68964	0.72217	26.4	10080.1.13	60
2024-12-23 9:46:27:532	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.37	5.43	177.28	9.300	-49.775	190.392	0.04922	-0.01880	0.68964	0.72217	26.4	10080.1.13	60
2024-12-23 9:46:27:621	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.43	3.12	177.24	8.833	-49.833	193.642	0.04922	-0.01880	0.68964	0.72217	26.4	10080.1.13	60
2024-12-23 9:46:27:735	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.45	-1.80	177.42	8.833	-49.833	193.642	0.04922	-0.01880	0.68964	0.72217	26.4	10080.1.13	60
2024-12-23 9:46:27:847	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.59	-1.47	177.60	8.833	-49.833	193.642	0.01718	0.01144	0.69220	0.72134	26.4	10080.1.13	60
2024-12-23 9:46:27:959	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.53	0.16	177.90	8.100	-49.375	190.283	0.01718	0.01144	0.69220	0.72134	26.4	10080.1.13	60
2024-12-23 9:46:28:26	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.26	-0.38	178.26	8.100	-49.375	190.283	0.01718	0.01144	0.69220	0.72134	26.4	10080.1.13	60
2024-12-23 9:46:28:139	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.04	0.00	178.57	8.100	-49.375	190.283	0.01270	0.00302	0.68774	0.72577	26.4	10080.1.13	60
2024-12-23 9:46:28:229	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.86	1.07	178.75	8.100	-49.375	190.283	0.01270	0.00302	0.68774	0.72577	26.4	10080.1.13	60
2024-12-23 9:46:28:343	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.70	1.54	178.86	8.100	-49.375	190.283	0.01270	0.00302	0.68774	0.72577	26.4	10080.1.13	60
2024-12-23 9:46:28:431	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.58	1.35	178.95	9.217	-49.208	183.958	0.01270	0.00302	0.68774	0.72577	26.4	10080.1.13	60
2024-12-23 9:46:28:543	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.47	0.77	178.99	9.217	-49.208	183.958	0.01270	0.00302	0.68774	0.72577	26.4	10080.1.13	60
2024-12-23 9:46:28:634	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.52	0.21	179.00	9.217	-49.208	183.958	0.00742	0.00510	0.68594	0.72754	26.4	10080.1.13	60
2024-12-23 9:46:28:746	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.81	0.19	178.93	9.217	-49.208	183.958	0.00742	0.00510	0.68594	0.72754	26.4	10080.1.13	60
2024-12-23 9:46:28:859	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.06	0.88	178.83	8.558	-49.567	186.175	0.00742	0.00510	0.68594	0.72754	26.4	10080.1.13	60
2024-12-23 9:46:28:972	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.98	2.43	178.79	8.558	-49.567	186.175	0.03217	-0.01883	0.68707	0.72556	26.4	10080.1.13	60
2024-12-23 9:46:29:39	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.80	4.64	178.81	8.558	-49.567	186.175	0.03217	-0.01883	0.68707	0.72556	26.4	10080.1.13	60
2024-12-23 9:46:29:151	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.71	8.08	178.82	11.317	-49.350	190.500	0.03217	-0.01883	0.68707	0.72556	26.4	10080.1.13	60
2024-12-23 9:46:29:243	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.69	13.79	178.76	11.317	-49.350	190.500	0.03217	-0.01883	0.68707	0.72556	26.4	10080.1.13	60
2024-12-23 9:46:29:354	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.54	16.69	178.67	11.317	-49.350	190.500	0.03217	-0.01883	0.68707	0.72556	26.4	10080.1.13	60
2024-12-23 9:46:29:423	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.29	16.29	178.65	11.317	-49.350	190.500	0.09866	-0.08856	0.67795	0.72296	26.4	10080.1.13	60
2024-12-23 9:46:29:556	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.02	13.78	178.72	11.317	-49.350	190.500	0.09866	-0.08856	0.67795	0.72296	26.4	10080.1.13	60
2024-12-23 9:46:29:646	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.59	12.79	178.68	11.842	-49.258	194.217	0.09866	-0.08856	0.67795	0.72296	26.4	10080.1.13	60
2024-12-23 9:46:29:759	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.32	13.19	178.68	11.842	-49.258	194.217	0.09866	-0.08856	0.67795	0.72296	26.4	10080.1.13	60
2024-12-23 9:46:29:826	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.18	11.82	178.92	11.842	-49.258	194.217	0.06339	-0.05786	0.67468	0.73303	26.4	10080.1.13	60
2024-12-23 9:46:29:985	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.30	5.47	179.58	11.842	-49.258	194.217	0.06339	-0.05786	0.67468	0.73303	26.4	10080.1.13	60
2024-12-23 9:46:30:30	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	85.78	2.88	179.99	10.158	-49.725	181.500	0.06339	-0.05786	0.67468	0.73303	26.4	10080.1.13	60
2024-12-23 9:46:30:165	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.33	5.43	179.95	10.158	-49.725	181.500	0.06339	-0.05786	0.67468	0.73303	26.4	10080.1.13	60
2024-12-23 9:46:30:231	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.54	7.86	179.80	10.158	-49.725	181.500	0.04642	-0.04611	0.68405	0.72641	26.4	10080.1.13	60
2024-12-23 9:46:30:368	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.51	7.04	179.64	10.158	-49.725	181.500	0.04642	-0.04611	0.68405	0.72641	26.4	10080.1.13	60
2024-12-23 9:46:30:434	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.52	6.34	179.38	9.183	-49.867	202.008	0.04642	-0.04611	0.68405	0.72641	26.4	10080.1.13	60
2024-12-23 9:46:30:569	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.78	7.81	178.99	9.183	-49.867	202.008	0.04642	-0.04611	0.68405	0.72641	26.4	10080.1.13	60
2024-12-23 9:46:30:659	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.14	10.31	178.66	9.183	-49.867	202.008	0.07184	-0.05746	0.68823	0.71954	26.4	10080.1.13	60
